# x y vx vy theta radius
19.856322 6.9516622 -0.064481142 1.5394247 1.6202286 0.5
13.442925 25.471281 0.0055865913 0.0031586078 1.764168 0.5
23.886696 21.600226 -0.058218795 -0.015878394 3.951996 0.5
20.306656 24.745535 0.014883037 -0.0020431347 4.259518 0.5
3.9066511 13.307757 0.025730791 -0.028293028 1.882067 0.5
0.567517 14.12101 -0.041086841 -0.011567448 0.92276 0.5
6.7405922 18.804133 -0.0016535595 0.031924167 4.981497 0.5
8.2857538 7.4870215 0.040359337 0.020733571 0.663689 0.5
5.844067 4.9676438 -0.13486821 0.038223041 4.599871 0.5
8.8198998 16.296393 -0.010321102 0.029168054 3.315122 0.5
7.8618367 21.842864 -0.0097764036 -0.0042981575 5.224588 0.5
9.1965512 4.1963676 -0.02526211 0.12171504 4.739779 0.5
11.145368 2.2162538 0.057005818 0.036251576 0.624425 0.5
7.7983706 24.684387 0.0056966517 0.0043382947 0.734434 0.5
9.405106 14.695326 0.038774907 0.016105364 4.989084 0.5
2.5370623 7.048883 0.010121508 0.064701163 2.508867 0.5
7.4196052 19.834416 0.00062399359 -0.00072444816 5.939565 0.5
4.0371205 11.991285 0.023291221 0.0023822454 0.028815 0.5
15.501492 6.8336846 -0.059986742 0.34288894 3.449449 0.5
0.64389431 15.439794 -0.031389339 0.072557354 0.592282 0.5
6.7183755 15.736912 -0.011842099 0.019762958 6.045768 0.5
4.1898886 16.389755 -0.1074812 0.19858106 0.890473 0.5
11.301458 13.856218 0.099722776 0.014964066 2.353219 0.5
4.3750104 23.32396 7.2129029e-05 -0.0013804478 1.672869 0.5
22.347281 19.579275 0.013440066 -0.012665038 4.21507 0.5
9.6097969 26.315292 0.003298856 -0.0017156782 0.4829 0.5
15.136827 15.654589 0.07032616 -0.072615798 6.274711 0.5
3.3541814 9.8742161 -0.034936268 0.0083046778 1.301021 0.5
9.5758695 24.694122 0.012048877 -0.0010059792 3.538852 0.5
6.8682798 5.7651322 0.073891431 0.023837606 1.72413 0.5
10.75024 19.343966 -0.018788579 0.0039115084 0.779811 0.5
7.7388122 2.1839602 -0.0042425691 -0.016770729 1.209651 0.5
16.236474 24.755479 -0.0041012235 0.0071521244 5.377079 0.5
10.578089 18.205144 0.027234318 -0.0071586435 3.122843 0.5
16.100882 26.416699 0.0096153697 0.0019205793 4.105439 0.5
4.8701519 18.320115 0.010256533 0.019030875 2.246795 0.5
