# x y vx vy theta radius
12.982948 18.937898 -0.12465264 0.24745781 2.4116492 0.5
10.359224 22.945746 0.05264564 0.027378425 1.764168 0.5
8.8615829 11.848421 -0.010470981 -0.15602574 3.951996 0.5
13.539302 26.16557 0.00048704235 -0.01260539 4.259518 0.5
5.3878895 20.128474 0.073945325 -0.090963694 1.882067 0.5
5.5141764 12.577057 -0.23893082 -0.024739849 0.92276 0.5
24.14168 16.286972 -0.063962094 -0.084692824 4.981497 0.5
6.9434382 8.2443003 -0.0070311934 -0.0013856661 0.663689 0.5
10.550114 21.720377 0.0023495928 0.18500236 4.599871 0.5
16.755588 5.415273 -0.30715223 -0.066829705 3.315122 0.5
13.875275 22.304 0.0088786826 0.003336293 5.224588 0.5
8.9118141 1.6016526 -0.018705181 -0.01639122 4.739779 0.5
27.121561 15.827656 -0.099480503 -0.058629032 0.624425 0.5
13.035346 9.2764041 -0.024420217 -0.10697446 0.734434 0.5
19.601886 22.878993 -0.042532438 -0.18355972 4.989084 0.5
18.321813 16.468495 -0.28585311 -0.11757799 2.508867 0.5
18.474291 25.901053 0.099331579 0.027213016 5.939565 0.5
17.328923 19.606394 -0.07888843 -0.028715499 0.028815 0.5
24.021411 5.7836561 -0.086142511 -0.034637059 3.449449 0.5
10.824589 3.1972318 0.0030720972 0.0028480522 0.592282 0.5
12.86142 24.11706 0.050882516 -0.19289246 6.045768 0.5
6.5257979 9.2892098 0.092164836 -0.069726416 0.890473 0.5
20.987605 15.264657 -0.15514812 0.075798105 2.353219 0.5
16.29603 21.80045 -0.15158726 -0.048555619 1.672869 0.5
5.3402441 17.604464 -0.066864778 0.016457941 4.21507 0.5
13.907392 24.973212 -0.010815326 0.056857174 0.4829 0.5
22.479641 7.8883637 -0.062747438 -0.0085083944 6.274711 0.5
12.027413 21.477141 0.11101446 1.6740627 1.301021 0.5
11.294503 1.9051461 0.0021340063 0.0030879458 3.538852 0.5
10.990365 19.758812 -0.12017094 0.082251082 1.72413 0.5
9.7925365 24.131596 0.11706145 0.13436507 0.779811 0.5
15.035448 7.8023839 0.014017882 0.088116913 1.209651 0.5
5.8267491 21.260733 -0.036569986 0.01948989 5.377079 0.5
13.559187 7.7170866 -0.038292762 0.14880851 3.122843 0.5
13.41976 3.7692048 0.042498938 0.0079860672 4.105439 0.5
4.4810991 18.321474 -0.00031883825 4.8856748e-05 2.246795 0.5
24.327698 10.714915 -0.067395826 0.059013255 3.468535 0.5
13.748743 5.0322622 -0.016256456 0.036029999 5.532293 0.5
15.269112 20.826974 0.077146391 0.035607237 0.531572 0.5
16.996775 26.88685 0.0056775619 -0.050832796 5.261584 0.5
24.051916 7.6219439 -0.047048885 0.0052772267 0.040113 0.5
10.024458 1.2413407 -0.010799186 0.0089157967 4.576591 0.5
2.1892054 20.381272 -0.17671467 -0.066814158 0.209824 0.5
0.83491712 12.806216 0.00081071575 0.0035444418 1.770879 0.5
15.848238 4.6018869 0.010690989 0.0078279535 4.791815 0.5
7.7437257 9.098478 0.076679903 -0.019609959 2.522673 0.5
20.294176 4.9974885 0.19096228 0.051744835 3.232151 0.5
9.8914695 25.712171 0.24541796 0.34877177 0.943125 0.5
2.5254099 18.321434 0.00089455058 0.0049168672 1.031271 0.5
10.088246 10.741214 -0.013632263 0.0078825755 1.523797 0.5
3.9915655 6.5705256 -0.011776334 -0.0019514442 1.787492 0.5
14.435813 0.6178597 0.0057724101 0.0071961718 3.056837 0.5
22.760165 23.745852 -0.094635634 0.076994304 3.332967 0.5
3.6895775 7.6686038 -0.0012977199 0.0069971942 3.889918 0.5
4.410801 11.78323 0.0025036408 -3.6312462e-05 1.775857 0.5
9.1447722 6.0220613 -0.0082943328 -0.0023367351 4.33857 0.5
11.66284 0.79269198 -0.01409594 0.0020982884 2.652322 0.5
7.1236124 7.060814 -0.024080067 -0.011436906 1.360759 0.5
15.54779 9.0691771 -0.0029073833 0.016159464 1.350476 0.5
23.461264 9.6372291 -0.054169854 0.037701489 3.139709 0.5
3.1382665 11.012135 0.0033043649 -0.0046794642 3.877928 0.5
