# x y vx vy theta radius
14.393102 4.5031866 0.56925419 -0.84289229 5.1697609 0.5
6.052414 19.357722 0.0016172061 0.001246092 1.764168 0.5
25.88362 19.934765 0.0029408883 0.0015819171 3.951996 0.5
2.5585055 11.554252 -0.036145036 0.097430534 4.259518 0.5
2.7982475 9.0880872 -0.020322601 0.097327937 1.882067 0.5
6.6541055 10.247121 -0.005763416 -0.011258069 0.92276 0.5
7.4418236 7.710579 0.11503346 0.33323848 4.981497 0.5
25.815242 17.557232 -0.0034546633 0.0027232019 0.663689 0.5
23.043835 5.8976202 0.010427166 -0.0077215389 4.599871 0.5
13.374174 17.517473 -0.0017172267 0.0075877133 3.315122 0.5
16.55329 14.130471 -0.014032379 0.026699459 5.224588 0.5
19.179835 19.865172 -0.0065521592 0.0098234928 4.739779 0.5
26.334493 15.330588 -0.0065561397 -0.00016874434 0.624425 0.5
18.168202 16.351175 -0.01556167 0.0037304829 0.734434 0.5
16.787361 2.8940155 0.001538949 -0.0061289179 4.989084 0.5
9.7187706 15.946685 0.00038400746 -0.0020094682 2.508867 0.5
16.352571 23.212209 -0.0011131077 -0.00088339869 5.939565 0.5
15.79008 5.0165614 -0.091401792 -0.27635882 0.028815 0.5
26.743566 9.8763018 0.0095832367 0.011878869 3.449449 0.5
9.560072 23.129022 0.00046270784 -0.00059732235 0.592282 0.5
21.861033 12.258106 0.0029584885 0.0045628859 6.045768 0.5
13.749687 24.406746 0.00025787339 -0.00084649351 0.890473 0.5
12.403665 7.1035222 -0.033106638 0.046323312 2.353219 0.5
16.038711 25.939273 4.0292677e-06 -0.000103569 1.672869 0.5
23.886165 6.66318 0.016073816 0.02430034 4.21507 0.5
24.64951 17.853075 -0.0010491419 0.011355735 0.4829 0.5
22.450958 22.033091 -0.0040415903 0.013507464 6.274711 0.5
21.036129 10.06581 0.0084295485 0.030009081 1.301021 0.5
23.182189 10.433653 -0.0028094754 -0.0034795337 3.538852 0.5
27.064826 12.204439 -0.0015336586 0.0047972784 1.72413 0.5
19.853374 1.9217774 -0.0084452235 0.0069311521 0.779811 0.5
22.170121 9.8602563 0.040111074 0.017480494 1.209651 0.5
27.392373 13.358098 -0.0047102926 0.015550877 5.377079 0.5
24.584762 5.7248235 0.043443173 0.024903794 3.122843 0.5
13.788403 14.618531 -0.0049585913 0.0075776816 4.105439 0.5
24.690613 19.759506 -0.00028565897 0.0025148321 2.246795 0.5
25.942812 9.0680381 0.0091772819 0.0016588291 3.468535 0.5
16.474353 21.435601 -0.00039257992 -0.00091784381 5.532293 0.5
19.671889 7.8540583 -0.0019905171 0.035411581 0.531572 0.5
15.935106 9.0323308 0.0012365281 0.046129884 5.261584 0.5
23.871897 18.989746 0.00098318183 0.010234849 0.040113 0.5
19.261239 5.106956 -0.012502773 0.030490238 4.576591 0.5
20.100242 24.892172 -0.0024547538 -0.00080995611 0.209824 0.5
12.391535 9.1875336 0.05632614 0.03826279 1.770879 0.5
3.2841583 14.496727 0.0013544622 0.00063118986 4.791815 0.5
18.380276 18.768957 -0.0031572224 -0.0016568476 2.522673 0.5
21.344012 3.3790784 0.0099425537 -0.0016359611 3.232151 0.5
9.9535859 11.754205 0.045316586 -8.2656182e-05 0.943125 0.5
22.653544 20.887201 -0.0015933811 0.00066214245 1.031271 0.5
25.255239 10.697356 0.0033477124 0.0068552507 1.523797 0.5
25.976826 7.9445598 -0.0026467995 -0.0030756388 1.787492 0.5
6.7955154 6.4774386 0.038388396 0.28934687 3.056837 0.5
8.0956295 15.316899 -0.00013757374 0.00030025964 3.332967 0.5
18.168261 6.0182173 0.025669228 -0.029677927 3.889918 0.5
17.271009 22.246557 -0.00066158587 -0.00061975986 1.775857 0.5
21.06443 5.9912522 0.0089513602 -0.0024486507 4.33857 0.5
21.191673 8.8598866 -0.024471125 0.00041132542 2.652322 0.5
9.666295 13.787262 0.0031231622 0.11312024 1.360759 0.5
21.263095 15.004485 -0.0081688726 0.0090525243 1.350476 0.5
26.587053 18.582029 -0.006465425 0.00048373939 3.139709 0.5
18.921765 10.724841 -0.024797289 0.040756315 3.877928 0.5
20.064124 3.4212772 0.13742195 -0.069241843 4.111005 0.5
6.3159386 8.8402852 0.015857268 0.098481677 4.354529 0.5
20.851706 17.331283 0.012151214 0.0044229386 1.958136 0.5
1.0964153 16.728563 -0.0026479505 0.0031436283 1.935129 0.5
7.1202234 4.0484226 0.25330205 0.13987904 0.983243 0.5
22.625219 23.563439 -0.0007680624 0.00078527674 4.524452 0.5
10.063662 26.530904 -0.00029123508 8.5213571e-05 4.628506 0.5
5.2533008 9.9574671 -0.074491057 0.10255455 4.619789 0.5
20.944861 11.568108 0.0060597039 -0.00038451493 6.246698 0.5
21.90597 19.763927 -0.00097297984 0.0020886928 2.597917 0.5
18.49386 22.256705 -0.0012708915 -0.00031560067 5.540445 0.5
22.059344 17.656843 -0.015326581 0.013853112 1.135786 0.5
10.936573 19.603167 0.0016999216 0.00087452642 0.649744 0.5
5.1346818 14.161182 -0.12237279 0.15658783 4.647872 0.5
23.97096 20.650672 -0.0008097135 0.0074003884 3.116928 0.5
8.725656 2.3112411 0.15856775 0.082784476 1.058365 0.5
2.2154099 14.114442 0.0010511389 0.011186237 1.223223 0.5
2.5357986 16.804524 0.0002689352 -0.00093659764 6.185729 0.5
0.95575922 10.858799 0.0013580512 0.0012175966 5.03693 0.5
19.165288 23.972781 -0.00070969487 -1.6712542e-05 0.158334 0.5
