# x y vx vy theta radius
1.1582704 12.510821 0.35193292 0.0081623737 3.0798922 0.5
23.071735 6.1439235 0.20243385 -0.22715262 1.764168 0.5
20.263959 13.316666 0.015152509 0.027530598 3.951996 0.5
11.351688 5.7520625 -0.49004518 -0.37429782 4.259518 0.5
11.623386 18.648906 0.051227153 -0.22995254 1.882067 0.5
15.208936 21.579306 -0.020975004 0.072945434 0.92276 0.5
2.6378065 8.3266987 -0.62477783 -0.7467335 4.981497 0.5
19.582107 17.90435 0.0049747467 -0.20071491 0.663689 0.5
4.2862101 16.157458 1.014889 0.18832597 4.599871 0.5
16.286203 23.490074 -0.028218379 -0.40540105 3.315122 0.5
2.1671175 15.191916 0.94023992 -0.14116794 5.224588 0.5
4.9906225 23.769528 0.58269231 0.10112675 4.739779 0.5
9.0242013 6.8016279 -0.56360272 0.058630673 0.624425 0.5
11.842259 21.730416 -0.014309639 -0.096368618 0.734434 0.5
23.731431 19.350764 0.60016597 0.34119438 4.989084 0.5
10.486949 16.144739 0.35605608 -0.082699394 2.508867 0.5
23.225478 4.5084207 -0.39241647 -0.071664573 5.939565 0.5
13.871236 21.661921 -0.028865768 0.12831923 0.028815 0.5
4.6634842 12.836481 0.20133348 -0.40274302 3.449449 0.5
5.2326309 20.257622 0.27780413 0.47512506 0.592282 0.5
13.248404 8.4562823 0.4416032 -0.43842124 6.045768 0.5
4.4105012 18.3839 0.93538999 0.37242926 0.890473 0.5
11.994567 19.769087 -0.020719888 -0.17189496 2.353219 0.5
6.8586446 5.0232338 -0.22750016 -0.66840663 1.672869 0.5
17.326023 24.652244 0.18183504 -0.13551762 4.21507 0.5
17.521911 18.709626 -0.48650237 0.36644662 0.4829 0.5
18.377548 11.159348 0.24372477 -0.03641563 6.274711 0.5
10.453668 13.317177 0.69715271 -0.12469381 1.301021 0.5
9.0747179 21.401958 -0.060021579 -0.12918655 3.538852 0.5
19.568159 8.8666228 0.25453216 -0.053295489 1.72413 0.5
16.241136 6.9002202 -0.038060234 0.069201713 0.779811 0.5
13.299337 14.389821 -0.091930476 0.24819665 1.209651 0.5
25.866222 9.7124151 0.25798654 0.89273498 5.377079 0.5
