# x y vx vy theta radius
13.884784 22.218633 -0.26088252 -0.58292163 0.41246227 0.5
22.686188 4.0658981 -0.11192966 -0.10532009 1.764168 0.5
20.092865 14.205587 0.41373201 -0.45467966 3.951996 0.5
6.2460857 5.1239696 -0.54043199 -0.52253308 4.259518 0.5
7.4489009 16.329255 0.026982712 0.26590318 1.882067 0.5
15.044789 13.414781 0.40433687 -0.57555328 0.92276 0.5
2.3483872 13.324637 0.72379889 -0.038457983 4.981497 0.5
13.623476 12.15349 -0.019110094 -0.30167145 0.663689 0.5
3.9336638 16.491879 -0.11648796 -0.50600669 4.599871 0.5
21.539173 18.90306 0.086489602 -0.097451965 3.315122 0.5
3.9356503 10.184743 0.66604888 0.28725702 5.224588 0.5
10.009931 25.450217 -0.19456888 -0.12715329 4.739779 0.5
6.4611193 7.2136037 -0.18429588 -0.056414548 0.624425 0.5
4.7614275 20.812633 -0.33062685 0.78584855 0.734434 0.5
20.340461 18.448806 -0.093847375 0.11911528 4.989084 0.5
13.516699 10.870458 -0.10604832 -0.19581723 2.508867 0.5
17.453442 3.5555738 0.14498228 -0.49455557 5.939565 0.5
18.459477 16.966695 -0.37120011 0.3258907 0.028815 0.5
4.7214318 19.618567 -0.18382329 0.45331525 3.449449 0.5
11.292848 22.291465 0.783893 0.6974306 0.592282 0.5
9.4457698 3.0411549 0.12102331 -0.66240301 6.045768 0.5
3.6854819 20.535021 -0.30163695 0.040789487 0.890473 0.5
12.499913 21.916988 0.0087493303 0.45781656 2.353219 0.5
7.7576928 3.5244046 0.2892886 0.079075985 1.672869 0.5
18.381569 21.28628 -0.23118131 0.5797164 4.21507 0.5
13.744747 13.278095 -0.11038747 0.11113313 0.4829 0.5
19.17051 12.018885 0.0052014849 0.17629624 6.274711 0.5
9.9681127 10.304508 -0.40148981 0.169894 1.301021 0.5
5.5236301 23.029442 -0.15797539 0.26388 3.538852 0.5
21.10069 4.0094975 -0.38717397 0.021449723 1.72413 0.5
16.430918 4.9882437 -0.092451473 -0.3672208 0.779811 0.5
7.9358648 7.5110844 -0.51944892 -0.53878885 1.209651 0.5
25.781061 12.075855 0.16287631 0.21743432 5.377079 0.5
24.601974 5.7205852 0.70330129 0.30591815 3.122843 0.5
19.902674 6.4858819 0.059959184 -0.58613479 4.105439 0.5
22.014076 15.675906 0.24301747 0.11350838 2.246795 0.5
25.044406 17.397603 0.043530221 -0.030022322 3.468535 0.5
16.220697 1.5384934 0.22883746 -0.0010173474 5.532293 0.5
15.149544 19.673902 0.80396964 0.40268961 0.531572 0.5
12.918564 3.7166349 0.58794399 -0.44873939 5.261584 0.5
22.157365 24.285021 -0.33212205 -0.31845476 0.040113 0.5
2.7327016 21.131868 -0.17896098 -0.0027798682 4.576591 0.5
5.0329985 10.466812 0.0011403444 0.17881227 0.209824 0.5
18.983538 10.918314 -0.16006248 -0.56995973 1.770879 0.5
20.212394 20.567958 1.0012439 -0.24210454 4.791815 0.5
9.6891646 15.658034 -0.23193147 0.084910074 2.522673 0.5
8.1324418 23.733153 0.75960665 -0.75067135 3.232151 0.5
18.467247 7.5802352 0.137521 0.093260867 0.943125 0.5
10.3589 26.813805 -0.27967687 -0.11781618 1.031271 0.5
24.344302 12.38285 -0.24923284 0.33104353 1.523797 0.5
18.274925 15.679099 0.52278968 0.27102458 1.787492 0.5
18.681272 2.8245459 0.13951596 -0.065468755 3.056837 0.5
21.583422 11.310285 -0.0518841 0.15045173 3.332967 0.5
17.315648 24.037525 -0.10447075 0.23037649 3.889918 0.5
2.292152 9.6460178 -0.012593263 0.096092231 1.775857 0.5
15.133461 26.984655 0.9694366 -0.0078673942 4.33857 0.5
2.1019907 16.352384 -0.47951319 0.99260527 2.652322 0.5
12.929325 17.253851 -0.49738178 -0.26565211 1.360759 0.5
10.792784 3.6900733 -0.46884232 -0.19295077 1.350476 0.5
23.173411 14.170205 0.088617424 0.062375353 3.139709 0.5
16.67527 2.5580442 -0.10892752 0.35005106 3.877928 0.5
14.164063 24.68944 1.7246823 0.60156844 4.111005 0.5
12.451707 24.722794 -0.50982592 -0.62657069 4.354529 0.5
19.347267 8.3247013 0.028456434 0.20990688 1.958136 0.5
12.564821 26.697467 -0.22022445 0.2304046 1.935129 0.5
14.608361 5.6997605 -0.42251699 -0.28624163 0.983243 0.5
17.204277 18.753239 -0.29182372 0.11678766 4.524452 0.5
9.7916772 1.3647475 0.3035863 -0.18538985 4.628506 0.5
21.82933 13.545772 0.032800801 -0.10366658 4.619789 0.5
0.75202782 12.007847 -0.21294579 -0.23371659 6.246698 0.5
8.0063094 15.113657 0.20201164 0.13756451 2.597917 0.5
2.0089363 8.2583809 0.55696668 0.22872384 5.540445 0.5
26.664055 18.176393 0.069392029 0.29369004 1.135786 0.5
17.780204 5.0909128 0.094676348 0.0098272118 0.649744 0.5
21.280502 9.5391459 -0.10831373 -0.18646079 4.647872 0.5
12.879249 18.387383 0.65110616 -0.23440249 3.116928 0.5
9.0118626 25.951127 -0.43049447 -0.55507588 1.058365 0.5
11.029996 4.9675405 -0.025053627 -0.33464903 1.223223 0.5
16.237354 15.197938 0.2341074 0.046431514 6.185729 0.5
24.693801 9.3306997 -0.080902692 -0.051602465 5.03693 0.5
12.904043 9.9448422 0.44361257 -0.073048082 0.158334 0.5
6.0614386 9.9796808 -0.42163628 0.16832378 0.09489 0.5
9.3445555 4.9285272 -0.012057144 0.67803029 3.182579 0.5
3.8645767 22.313997 -0.04155164 -0.20032917 5.999337 0.5
8.3764989 8.8934797 0.031337362 -0.77382218 0.712677 0.5
5.9849784 16.886704 -0.27369001 -0.11136684 1.70588 0.5
3.4841917 14.854176 -0.12700814 -0.18344797 5.092516 0.5
7.2827706 8.7779383 -0.32539888 -0.095965141 0.506989 0.5
25.931918 14.809871 0.005376129 -0.32515399 4.452103 0.5
25.259027 15.989181 0.22018099 -0.30637136 3.429354 0.5
24.470721 6.9408701 -0.24916615 0.22015018 5.942963 0.5
5.8222468 21.252656 0.17022789 -0.40573095 2.062723 0.5
20.345329 2.8413473 0.18430979 -0.69931896 2.598321 0.5
21.259696 7.0832269 -0.50295562 0.090661934 6.159219 0.5
7.5446121 10.038125 -0.40373465 -0.21966849 1.488917 0.5
16.483412 10.910397 -0.15886543 0.11837887 1.927238 0.5
25.478573 19.427277 -0.026475218 0.12250232 3.98558 0.5
24.25476 16.57121 0.042324629 0.19911289 3.515453 0.5
22.489471 6.7472957 0.26474954 0.33868176 3.362574 0.5
10.116405 6.1820503 -0.1778066 -0.49854524 2.617045 0.5
11.433585 7.1654712 -0.0050903804 -0.034469826 4.416501 0.5
7.0267338 20.229313 -0.40321648 -0.26443358 2.357123 0.5
4.7970681 5.4528169 -0.62679954 -0.17506695 0.027213 0.5
24.7365 8.1991864 -0.053698378 -0.29869093 3.270335 0.5
7.1594784 14.190192 -0.24613265 -0.54172696 5.133302 0.5
23.169345 21.276732 -0.14336421 0.18301603 4.163048 0.5
8.7423273 20.315244 0.042094137 -0.32198688 3.93618 0.5
8.4959345 16.261049 -0.63084046 0.015135945 5.951127 0.5
19.263035 22.806421 0.25007489 0.91872919 4.082451 0.5
12.164276 5.0332507 0.039112182 0.0031553918 1.780305 0.5
17.153175 20.136904 -0.18147796 0.41037051 2.847882 0.5
27.00592 17.07398 -0.038788095 0.20645888 1.767937 0.5
20.364774 24.984707 -0.04398019 0.46748438 0.00135 0.5
16.539554 8.2879874 0.043761401 -0.33244331 5.312468 0.5
5.0882863 17.781324 0.17862261 0.2329201 0.320289 0.5
13.781298 20.93428 -0.77863686 -0.54706632 0.581132 0.5
7.0688028 22.531983 0.22039227 -0.48161586 3.087421 0.5
11.580263 17.79182 -0.11324235 -0.22458894 3.560403 0.5
17.329443 10.087684 0.26676083 0.17481083 0.555117 0.5
15.480184 2.9184117 0.13087593 0.13436954 6.220608 0.5
21.098491 23.092175 0.32867504 -0.22499193 5.652715 0.5
17.081519 14.359377 0.0083792788 0.24161763 0.827952 0.5
4.4180055 8.5150708 -0.3342377 -0.28121425 1.054048 0.5
