# x y vx vy theta radius
20.007842 18.144713 -0.43475898 0.43620267 2.4048148 0.5
8.9873012 10.206967 0 0 1.764168 0.5
7.2563943 25.600391 0 0 3.951996 0.5
24.732287 17.731366 0 0 4.259518 0.5
17.423682 26.993212 0 0 1.882067 0.5
23.258508 7.3008782 0 0 0.92276 0.5
12.374145 1.8250632 0 0 4.981497 0.5
11.796167 3.6590126 0 0 0.663689 0.5
12.679327 2.9439227 0 0 4.599871 0.5
21.374281 22.025779 0 0 3.315122 0.5
14.993326 27.397503 0 0 5.224588 0.5
17.444701 2.1565313 0 0 4.739779 0.5
27.406106 14.915213 0 0 0.624425 0.5
19.626315 26.20425 0 0 0.734434 0.5
8.4497932 23.888433 0 0 4.989084 0.5
24.709486 10.376515 0 0 2.508867 0.5
22.721115 8.2939207 0 0 5.939565 0.5
2.9123003 19.344345 0 0 0.028815 0.5
15.550656 2.5451579 0 0 3.449449 0.5
23.332048 23.664341 0 0 0.592282 0.5
0.56900981 14.239964 0 0 6.045768 0.5
16.38957 1.7552908 0 0 0.890473 0.5
4.0725998 4.9690887 0 0 2.353219 0.5
11.117334 1.8708658 0 0 1.672869 0.5
15.686944 23.103987 0 0 4.21507 0.5
23.116515 11.511713 0 0 0.4829 0.5
9.2443951 6.022072 0 0 6.274711 0.5
7.3073952 12.60731 0 0 1.301021 0.5
22.331773 4.890139 0 0 3.538852 0.5
1.6638013 12.764332 0 0 1.72413 0.5
25.010014 19.795337 0 0 0.779811 0.5
27.369769 12.662071 0 0 1.209651 0.5
19.038168 17.641051 -0.13172925 -0.064930101 5.377079 0.5
10.361882 23.705896 0 0 3.122843 0.5
6.3234236 24.973198 0 0 4.105439 0.5
2.8643272 13.946723 0 0 2.246795 0.5
24.335373 9.3176233 0 0 3.468535 0.5
3.9791 13.807033 0 0 5.532293 0.5
19.363444 24.642392 0 0 0.531572 0.5
22.745208 5.942428 0 0 5.261584 0.5
22.877601 19.243701 0 0 0.040113 0.5
16.494815 19.391526 0 0 4.576591 0.5
25.830129 10.277729 0 0 0.209824 0.5
14.232833 21.104055 0 0 1.770879 0.5
27.433871 13.787123 0 0 4.791815 0.5
19.447726 5.2645812 0 0 2.522673 0.5
23.869996 19.793243 0 0 3.232151 0.5
2.9885834 16.259186 0 0 0.943125 0.5
24.863715 21.904148 0 0 1.031271 0.5
16.665306 4.1353254 0 0 1.523797 0.5
15.483573 25.233807 0 0 1.787492 0.5
23.336025 4.3476954 0 0 3.056837 0.5
4.4286035 23.432416 0 0 3.332967 0.5
4.0339976 21.310113 0 0 3.889918 0.5
21.619555 5.804151 0 0 1.775857 0.5
2.7996585 12.813178 0 0 4.33857 0.5
14.315436 2.3808864 0 0 2.652322 0.5
24.413095 7.2260066 0 0 1.360759 0.5
18.776 3.5740271 0 0 1.350476 0.5
2.1247196 17.227598 0 0 3.139709 0.5
14.208064 25.311854 0 0 3.877928 0.5
12.663366 21.042813 0 0 4.111005 0.5
24.150926 22.803044 0 0 4.354529 0.5
7.9836223 2.0441225 0 0 1.958136 0.5
