# x y vx vy theta radius
15.215374 25.443807 -0.13615785 -0.51445383 5.0746775 0.5
20.559104 24.47466 0.074768966 -0.048236 1.764168 0.5
3.7025887 22.634766 2.3061691e-10 -4.6934101e-10 3.951996 0.5
4.1258003 16.912907 -7.1956764e-15 1.5017579e-15 4.259518 0.5
0.93431315 10.85547 -9.1895563e-11 2.649182e-09 1.882067 0.5
25.87938 17.079491 0 0 0.92276 0.5
23.637829 8.344958 0 0 4.981497 0.5
19.306419 6.8749129 0 0 0.663689 0.5
2.6604577 12.996873 1.7820216e-14 -5.1482562e-16 4.599871 0.5
4.7113385 9.4270544 0 0 3.315122 0.5
26.188496 15.99899 0 0 5.224588 0.5
21.442391 2.8102399 0.0001686459 -0.00011261116 4.739779 0.5
21.831162 7.4159763 0 0 0.624425 0.5
22.295766 21.533687 0 0 0.734434 0.5
25.158794 19.205822 0 0 4.989084 0.5
13.539461 26.114554 -0.001244126 0.0002025718 2.508867 0.5
20.482731 2.2282151 -0.00034550107 -0.00034222532 5.939565 0.5
2.632001 18.938527 -3.6696047e-10 1.3877435e-09 0.028815 0.5
6.6047819 2.7789771 -0.00064271356 0.00040446878 3.449449 0.5
11.793096 0.74366645 -0.0010906521 0.00018506799 0.592282 0.5
3.7473869 20.88421 -1.2516017e-10 1.6834213e-09 6.045768 0.5
3.8790319 15.816087 1.1405261e-14 4.0325101e-15 0.890473 0.5
4.8154484 12.907159 1.1880349e-14 -1.2110507e-14 2.353219 0.5
24.024048 21.144134 0 0 1.672869 0.5
0.71752769 11.9568 -9.4092837e-10 1.3154128e-09 4.21507 0.5
16.013193 1.8518461 0 0 0.4829 0.5
9.1697375 24.304794 -9.9900727e-10 2.5357999e-09 6.274711 0.5
13.794537 1.664614 0 0 1.301021 0.5
17.360736 0.98824014 9.9232533e-05 1.7542715e-05 3.538852 0.5
4.0354061 6.9373015 4.2102501e-15 -4.2575505e-15 1.72413 0.5
20.449829 25.787373 0.038302281 0.027859122 0.779811 0.5
6.3157126 23.780765 6.1167702e-10 5.4022679e-10 1.209651 0.5
7.2422567 23.145842 5.5907184e-10 2.4664108e-10 5.377079 0.5
16.311713 26.173205 -0.012124349 0.0023081784 3.122843 0.5
5.2212556 17.172469 1.4777605e-15 -1.2945639e-14 4.105439 0.5
3.9355186 11.529888 1.5386691e-14 -4.8054906e-15 2.246795 0.5
2.6886013 6.7437845 -4.4258452e-05 6.2854338e-05 3.468535 0.5
14.633004 18.26029 0 0 5.532293 0.5
