#Time_ID TotSimulTime simStepsBetweenFrames simTimeStep CPUTimeForFrame hostname
48 48000.00000000 1000000 0.00100000 0.24142407 Mac
49 49000.00000000 1000000 0.00100000 0.23743937 Mac
50 50000.00000000 1000000 0.00100000 0.24283805 Mac
51 51000.00000000 1000000 0.00100000 0.24497740 Mac
52 52000.00000000 1000000 0.00100000 0.24139395 Mac
53 53000.00000000 1000000 0.00100000 0.24919615 Mac
54 54000.00000000 1000000 0.00100000 0.24334435 Mac
55 55000.00000000 1000000 0.00100000 0.24110822 Mac
56 56000.00000000 1000000 0.00100000 0.24414853 Mac
57 57000.00000000 1000000 0.00100000 0.24346643 Mac
58 58000.00000000 1000000 0.00100000 0.24859567 Mac
59 59000.00000000 1000000 0.00100000 0.25034838 Mac
60 60000.00000000 1000000 0.00100000 0.24864570 Mac
61 61000.00000000 1000000 0.00100000 0.24999955 Mac
62 62000.00000000 1000000 0.00100000 0.25019493 Mac
63 63000.00000000 1000000 0.00100000 0.25001003 Mac
64 64000.00000000 1000000 0.00100000 0.24764828 Mac
65 65000.00000000 1000000 0.00100000 0.25423995 Mac
66 66000.00000000 1000000 0.00100000 0.25879793 Mac
67 67000.00000000 1000000 0.00100000 0.24286915 Mac
68 68000.00000000 1000000 0.00100000 0.24009152 Mac
69 69000.00000000 1000000 0.00100000 0.24254557 Mac
70 70000.00000000 1000000 0.00100000 0.24596410 Mac
71 71000.00000000 1000000 0.00100000 0.23913042 Mac
72 72000.00000000 1000000 0.00100000 0.24025143 Mac
73 73000.00000000 1000000 0.00100000 0.25015698 Mac
74 74000.00000000 1000000 0.00100000 0.24573305 Mac
75 75000.00000000 1000000 0.00100000 0.24906730 Mac
76 76000.00000000 1000000 0.00100000 0.24936778 Mac
77 77000.00000000 1000000 0.00100000 0.24478488 Mac
78 78000.00000000 1000000 0.00100000 0.24289022 Mac
79 79000.00000000 1000000 0.00100000 0.24535360 Mac
80 80000.00000000 1000000 0.00100000 0.24391493 Mac
81 81000.00000000 1000000 0.00100000 0.24216582 Mac
82 82000.00000000 1000000 0.00100000 0.24745765 Mac
83 83000.00000000 1000000 0.00100000 0.24781510 Mac
84 84000.00000000 1000000 0.00100000 0.24493212 Mac
85 85000.00000000 1000000 0.00100000 0.24249115 Mac
86 86000.00000000 1000000 0.00100000 0.24919770 Mac
87 87000.00000000 1000000 0.00100000 0.25007120 Mac
88 88000.00000000 1000000 0.00100000 0.26311548 Mac
89 89000.00000000 1000000 0.00100000 0.25667225 Mac
90 90000.00000000 1000000 0.00100000 0.25832440 Mac
91 91000.00000000 1000000 0.00100000 0.25775503 Mac
92 92000.00000000 1000000 0.00100000 0.25905433 Mac
93 93000.00000000 1000000 0.00100000 0.26673947 Mac
94 94000.00000000 1000000 0.00100000 0.26924785 Mac
95 95000.00000000 1000000 0.00100000 0.27218092 Mac
96 96000.00000000 1000000 0.00100000 0.27799475 Mac
97 97000.00000000 1000000 0.00100000 0.27528222 Mac
98 98000.00000000 1000000 0.00100000 0.26539693 Mac
99 99000.00000000 1000000 0.00100000 0.25726398 Mac
100 100000.00000000 1000000 0.00100000 0.25051980 Mac
101 101000.00000000 1000000 0.00100000 0.25776983 Mac
102 102000.00000000 1000000 0.00100000 0.26259085 Mac
103 103000.00000000 1000000 0.00100000 0.26559795 Mac
104 104000.00000000 1000000 0.00100000 0.25084263 Mac
105 105000.00000000 1000000 0.00100000 0.25180225 Mac
106 106000.00000000 1000000 0.00100000 0.25414472 Mac
107 107000.00000000 1000000 0.00100000 0.25613245 Mac
108 108000.00000000 1000000 0.00100000 0.26482342 Mac
109 109000.00000000 1000000 0.00100000 0.25560808 Mac
110 110000.00000000 1000000 0.00100000 0.26691612 Mac
111 111000.00000000 1000000 0.00100000 0.26156102 Mac
112 112000.00000000 1000000 0.00100000 0.26206310 Mac
113 113000.00000000 1000000 0.00100000 0.25475952 Mac
114 114000.00000000 1000000 0.00100000 0.25189227 Mac
115 115000.00000000 1000000 0.00100000 0.24862627 Mac
116 116000.00000000 1000000 0.00100000 0.24563062 Mac
117 117000.00000000 1000000 0.00100000 0.24324865 Mac
118 118000.00000000 1000000 0.00100000 0.24182702 Mac
119 119000.00000000 1000000 0.00100000 0.24449747 Mac
120 120000.00000000 1000000 0.00100000 0.24405742 Mac
121 121000.00000000 1000000 0.00100000 0.25136175 Mac
122 122000.00000000 1000000 0.00100000 0.25429343 Mac
123 123000.00000000 1000000 0.00100000 0.25113062 Mac
124 124000.00000000 1000000 0.00100000 0.25418612 Mac
125 125000.00000000 1000000 0.00100000 0.25321743 Mac
126 126000.00000000 1000000 0.00100000 0.25055765 Mac
127 127000.00000000 1000000 0.00100000 0.24948557 Mac
128 128000.00000000 1000000 0.00100000 0.24849615 Mac
129 129000.00000000 1000000 0.00100000 0.24186192 Mac
130 130000.00000000 1000000 0.00100000 0.24503783 Mac
131 131000.00000000 1000000 0.00100000 0.25030248 Mac
132 132000.00000000 1000000 0.00100000 0.24869123 Mac
133 133000.00000000 1000000 0.00100000 0.24839637 Mac
134 134000.00000000 1000000 0.00100000 0.24668130 Mac
135 135000.00000000 1000000 0.00100000 0.23360770 Mac
136 136000.00000000 1000000 0.00100000 0.23963142 Mac
137 137000.00000000 1000000 0.00100000 0.24133975 Mac
138 138000.00000000 1000000 0.00100000 0.24770165 Mac
139 139000.00000000 1000000 0.00100000 0.24897980 Mac
140 140000.00000000 1000000 0.00100000 0.24619668 Mac
141 141000.00000000 1000000 0.00100000 0.24437327 Mac
142 142000.00000000 1000000 0.00100000 0.24005285 Mac
143 143000.00000000 1000000 0.00100000 0.23786262 Mac
144 144000.00000000 1000000 0.00100000 0.23929505 Mac
145 145000.00000000 1000000 0.00100000 0.23930008 Mac
146 146000.00000000 1000000 0.00100000 0.24124140 Mac
147 147000.00000000 1000000 0.00100000 0.24588777 Mac
148 148000.00000000 1000000 0.00100000 0.23904505 Mac
149 149000.00000000 1000000 0.00100000 0.24285393 Mac
150 150000.00000000 1000000 0.00100000 0.24081412 Mac
151 151000.00000000 1000000 0.00100000 0.23932452 Mac
152 152000.00000000 1000000 0.00100000 0.24541353 Mac
153 153000.00000000 1000000 0.00100000 0.23736842 Mac
154 154000.00000000 1000000 0.00100000 0.24164070 Mac
155 155000.00000000 1000000 0.00100000 0.23544397 Mac
156 156000.00000000 1000000 0.00100000 0.23886358 Mac
157 157000.00000000 1000000 0.00100000 0.23603007 Mac
158 158000.00000000 1000000 0.00100000 0.23702990 Mac
159 159000.00000000 1000000 0.00100000 0.24534247 Mac
160 160000.00000000 1000000 0.00100000 0.24751805 Mac
161 161000.00000000 1000000 0.00100000 0.25098138 Mac
162 162000.00000000 1000000 0.00100000 0.24429677 Mac
163 163000.00000000 1000000 0.00100000 0.24700630 Mac
164 164000.00000000 1000000 0.00100000 0.24387197 Mac
165 165000.00000000 1000000 0.00100000 0.24077103 Mac
166 166000.00000000 1000000 0.00100000 0.23865952 Mac
167 167000.00000000 1000000 0.00100000 0.24061053 Mac
168 168000.00000000 1000000 0.00100000 0.24565345 Mac
169 169000.00000000 1000000 0.00100000 0.24869510 Mac
170 170000.00000000 1000000 0.00100000 0.24689888 Mac
171 171000.00000000 1000000 0.00100000 0.24227052 Mac
172 172000.00000000 1000000 0.00100000 0.24067882 Mac
173 173000.00000000 1000000 0.00100000 0.24619232 Mac
174 174000.00000000 1000000 0.00100000 0.24820002 Mac
175 175000.00000000 1000000 0.00100000 0.24795117 Mac
176 176000.00000000 1000000 0.00100000 0.25545822 Mac
177 177000.00000000 1000000 0.00100000 0.24671028 Mac
178 178000.00000000 1000000 0.00100000 0.24714677 Mac
179 179000.00000000 1000000 0.00100000 0.24509477 Mac
180 180000.00000000 1000000 0.00100000 0.23925518 Mac
181 181000.00000000 1000000 0.00100000 0.24130478 Mac
182 182000.00000000 1000000 0.00100000 0.24395705 Mac
183 183000.00000000 1000000 0.00100000 0.24652432 Mac
184 184000.00000000 1000000 0.00100000 0.24319328 Mac
185 185000.00000000 1000000 0.00100000 0.24256453 Mac
186 186000.00000000 1000000 0.00100000 0.23940507 Mac
187 187000.00000000 1000000 0.00100000 0.23643810 Mac
188 188000.00000000 1000000 0.00100000 0.24623763 Mac
189 189000.00000000 1000000 0.00100000 0.24906623 Mac
190 190000.00000000 1000000 0.00100000 0.25339625 Mac
191 191000.00000000 1000000 0.00100000 0.24682475 Mac
192 192000.00000000 1000000 0.00100000 0.24605363 Mac
193 193000.00000000 1000000 0.00100000 0.24216890 Mac
194 194000.00000000 1000000 0.00100000 0.24382232 Mac
195 195000.00000000 1000000 0.00100000 0.23906155 Mac
196 196000.00000000 1000000 0.00100000 0.23885183 Mac
197 197000.00000000 1000000 0.00100000 0.24281307 Mac
198 198000.00000000 1000000 0.00100000 0.24530822 Mac
199 199000.00000000 1000000 0.00100000 0.24591985 Mac
200 200000.00000000 1000000 0.00100000 0.24339112 Mac
201 201000.00000000 1000000 0.00100000 0.24110593 Mac
202 202000.00000000 1000000 0.00100000 0.24303973 Mac
203 203000.00000000 1000000 0.00100000 0.24652312 Mac
204 204000.00000000 1000000 0.00100000 0.24167635 Mac
205 205000.00000000 1000000 0.00100000 0.24455998 Mac
206 206000.00000000 1000000 0.00100000 0.24308868 Mac
207 207000.00000000 1000000 0.00100000 0.24229290 Mac
208 208000.00000000 1000000 0.00100000 0.24283205 Mac
209 209000.00000000 1000000 0.00100000 0.24810257 Mac
210 210000.00000000 1000000 0.00100000 0.24976083 Mac
211 211000.00000000 1000000 0.00100000 0.24544623 Mac
212 212000.00000000 1000000 0.00100000 0.24434277 Mac
213 213000.00000000 1000000 0.00100000 0.23829642 Mac
214 214000.00000000 1000000 0.00100000 0.24192567 Mac
215 215000.00000000 1000000 0.00100000 0.24183247 Mac
216 216000.00000000 1000000 0.00100000 0.24172008 Mac
217 217000.00000000 1000000 0.00100000 0.24674187 Mac
218 218000.00000000 1000000 0.00100000 0.24777145 Mac
219 219000.00000000 1000000 0.00100000 0.24692583 Mac
220 220000.00000000 1000000 0.00100000 0.24463448 Mac
221 221000.00000000 1000000 0.00100000 0.24344378 Mac
222 222000.00000000 1000000 0.00100000 0.25795332 Mac
223 223000.00000000 1000000 0.00100000 0.24414240 Mac
224 224000.00000000 1000000 0.00100000 0.24730493 Mac
225 225000.00000000 1000000 0.00100000 0.24717123 Mac
226 226000.00000000 1000000 0.00100000 0.24278348 Mac
227 227000.00000000 1000000 0.00100000 0.24424140 Mac
228 228000.00000000 1000000 0.00100000 0.24994948 Mac
229 229000.00000000 1000000 0.00100000 0.24293190 Mac
230 230000.00000000 1000000 0.00100000 0.23371502 Mac
231 231000.00000000 1000000 0.00100000 0.23103970 Mac
232 232000.00000000 1000000 0.00100000 0.23381100 Mac
233 233000.00000000 1000000 0.00100000 0.23467018 Mac
234 234000.00000000 1000000 0.00100000 0.23136505 Mac
235 235000.00000000 1000000 0.00100000 0.23474310 Mac
236 236000.00000000 1000000 0.00100000 0.23412637 Mac
237 237000.00000000 1000000 0.00100000 0.23308600 Mac
238 238000.00000000 1000000 0.00100000 0.23550862 Mac
239 239000.00000000 1000000 0.00100000 0.23676515 Mac
240 240000.00000000 1000000 0.00100000 0.24005565 Mac
241 241000.00000000 1000000 0.00100000 0.23796977 Mac
242 242000.00000000 1000000 0.00100000 0.23960578 Mac
243 243000.00000000 1000000 0.00100000 0.24903853 Mac
244 244000.00000000 1000000 0.00100000 0.24285698 Mac
245 245000.00000000 1000000 0.00100000 0.24388172 Mac
246 246000.00000000 1000000 0.00100000 0.24516837 Mac
247 247000.00000000 1000000 0.00100000 0.24689287 Mac
248 248000.00000000 1000000 0.00100000 0.24460803 Mac
249 249000.00000000 1000000 0.00100000 0.24433358 Mac
250 250000.00000000 1000000 0.00100000 0.24437893 Mac
251 251000.00000000 1000000 0.00100000 0.24883135 Mac
252 252000.00000000 1000000 0.00100000 0.24855813 Mac
253 253000.00000000 1000000 0.00100000 0.24655368 Mac
254 254000.00000000 1000000 0.00100000 0.25050627 Mac
255 255000.00000000 1000000 0.00100000 0.24996348 Mac
256 256000.00000000 1000000 0.00100000 0.25090295 Mac
257 257000.00000000 1000000 0.00100000 0.24959653 Mac
258 258000.00000000 1000000 0.00100000 0.24940918 Mac
259 259000.00000000 1000000 0.00100000 0.25101492 Mac
260 260000.00000000 1000000 0.00100000 0.25453657 Mac
261 261000.00000000 1000000 0.00100000 0.25719117 Mac
262 262000.00000000 1000000 0.00100000 0.25234777 Mac
263 263000.00000000 1000000 0.00100000 0.25456893 Mac
264 264000.00000000 1000000 0.00100000 0.24817592 Mac
265 265000.00000000 1000000 0.00100000 0.24424163 Mac
266 266000.00000000 1000000 0.00100000 0.24770590 Mac
267 267000.00000000 1000000 0.00100000 0.24447070 Mac
268 268000.00000000 1000000 0.00100000 0.24319882 Mac
269 269000.00000000 1000000 0.00100000 0.24155215 Mac
270 270000.00000000 1000000 0.00100000 0.24139442 Mac
271 271000.00000000 1000000 0.00100000 0.24457628 Mac
272 272000.00000000 1000000 0.00100000 0.24465472 Mac
273 273000.00000000 1000000 0.00100000 0.24406773 Mac
274 274000.00000000 1000000 0.00100000 0.24514710 Mac
275 275000.00000000 1000000 0.00100000 0.24412592 Mac
276 276000.00000000 1000000 0.00100000 0.24801718 Mac
277 277000.00000000 1000000 0.00100000 0.23938658 Mac
278 278000.00000000 1000000 0.00100000 0.23856178 Mac
279 279000.00000000 1000000 0.00100000 0.23978423 Mac
280 280000.00000000 1000000 0.00100000 0.23885443 Mac
281 281000.00000000 1000000 0.00100000 0.23962053 Mac
282 282000.00000000 1000000 0.00100000 0.23901067 Mac
283 283000.00000000 1000000 0.00100000 0.23927250 Mac
284 284000.00000000 1000000 0.00100000 0.24200393 Mac
285 285000.00000000 1000000 0.00100000 0.23843942 Mac
286 286000.00000000 1000000 0.00100000 0.24254677 Mac
287 287000.00000000 1000000 0.00100000 0.24374497 Mac
288 288000.00000000 1000000 0.00100000 0.24171613 Mac
289 289000.00000000 1000000 0.00100000 0.24076045 Mac
290 290000.00000000 1000000 0.00100000 0.23871432 Mac
291 291000.00000000 1000000 0.00100000 0.24171472 Mac
292 292000.00000000 1000000 0.00100000 0.24456908 Mac
293 293000.00000000 1000000 0.00100000 0.24289565 Mac
294 294000.00000000 1000000 0.00100000 0.25108958 Mac
295 295000.00000000 1000000 0.00100000 0.24714418 Mac
296 296000.00000000 1000000 0.00100000 0.24496972 Mac
297 297000.00000000 1000000 0.00100000 0.24898970 Mac
298 298000.00000000 1000000 0.00100000 0.24998348 Mac
299 299000.00000000 1000000 0.00100000 0.25452817 Mac
300 300000.00000000 1000000 0.00100000 0.24619403 Mac
301 301000.00000000 1000000 0.00100000 0.24858790 Mac
302 302000.00000000 1000000 0.00100000 0.24938592 Mac
303 303000.00000000 1000000 0.00100000 0.24825257 Mac
304 304000.00000000 1000000 0.00100000 0.25257117 Mac
305 305000.00000000 1000000 0.00100000 0.25655718 Mac
306 306000.00000000 1000000 0.00100000 0.25738375 Mac
307 307000.00000000 1000000 0.00100000 0.25680720 Mac
308 308000.00000000 1000000 0.00100000 0.25553640 Mac
309 309000.00000000 1000000 0.00100000 0.24792170 Mac
310 310000.00000000 1000000 0.00100000 0.25272132 Mac
311 311000.00000000 1000000 0.00100000 0.24877190 Mac
312 312000.00000000 1000000 0.00100000 0.25497602 Mac
313 313000.00000000 1000000 0.00100000 0.25787235 Mac
314 314000.00000000 1000000 0.00100000 0.25775225 Mac
315 315000.00000000 1000000 0.00100000 0.25573953 Mac
316 316000.00000000 1000000 0.00100000 0.25097128 Mac
317 317000.00000000 1000000 0.00100000 0.24777708 Mac
318 318000.00000000 1000000 0.00100000 0.24772470 Mac
319 319000.00000000 1000000 0.00100000 0.24821312 Mac
320 320000.00000000 1000000 0.00100000 0.25135343 Mac
321 321000.00000000 1000000 0.00100000 0.25154993 Mac
322 322000.00000000 1000000 0.00100000 0.25501918 Mac
323 323000.00000000 1000000 0.00100000 0.25038915 Mac
324 324000.00000000 1000000 0.00100000 0.24413190 Mac
325 325000.00000000 1000000 0.00100000 0.24498072 Mac
326 326000.00000000 1000000 0.00100000 0.24468788 Mac
327 327000.00000000 1000000 0.00100000 0.24423075 Mac
328 328000.00000000 1000000 0.00100000 0.24576890 Mac
329 329000.00000000 1000000 0.00100000 0.26714492 Mac
330 330000.00000000 1000000 0.00100000 0.25075548 Mac
331 331000.00000000 1000000 0.00100000 0.27012270 Mac
332 332000.00000000 1000000 0.00100000 0.24896445 Mac
333 333000.00000000 1000000 0.00100000 0.24232075 Mac
334 334000.00000000 1000000 0.00100000 0.24802078 Mac
335 335000.00000000 1000000 0.00100000 0.25853365 Mac
336 336000.00000000 1000000 0.00100000 0.26825557 Mac
337 337000.00000000 1000000 0.00100000 0.26278673 Mac
338 338000.00000000 1000000 0.00100000 0.25645420 Mac
339 339000.00000000 1000000 0.00100000 0.26427597 Mac
340 340000.00000000 1000000 0.00100000 0.28103862 Mac
341 341000.00000000 1000000 0.00100000 0.24817103 Mac
342 342000.00000000 1000000 0.00100000 0.26475715 Mac
343 343000.00000000 1000000 0.00100000 0.26513483 Mac
344 344000.00000000 1000000 0.00100000 0.27348070 Mac
345 345000.00000000 1000000 0.00100000 0.25424805 Mac
346 346000.00000000 1000000 0.00100000 0.25484852 Mac
347 347000.00000000 1000000 0.00100000 0.24983963 Mac
348 348000.00000000 1000000 0.00100000 0.25086503 Mac
349 349000.00000000 1000000 0.00100000 0.24759528 Mac
350 350000.00000000 1000000 0.00100000 0.24433625 Mac
351 351000.00000000 1000000 0.00100000 0.24854170 Mac
352 352000.00000000 1000000 0.00100000 0.25050328 Mac
353 353000.00000000 1000000 0.00100000 0.24623025 Mac
354 354000.00000000 1000000 0.00100000 0.24905717 Mac
355 355000.00000000 1000000 0.00100000 0.25231383 Mac
356 356000.00000000 1000000 0.00100000 0.24709345 Mac
357 357000.00000000 1000000 0.00100000 0.24636117 Mac
358 358000.00000000 1000000 0.00100000 0.25342777 Mac
359 359000.00000000 1000000 0.00100000 0.24823832 Mac
360 360000.00000000 1000000 0.00100000 0.25031427 Mac
361 361000.00000000 1000000 0.00100000 0.25395845 Mac
362 362000.00000000 1000000 0.00100000 0.24749260 Mac
363 363000.00000000 1000000 0.00100000 0.24644943 Mac
364 364000.00000000 1000000 0.00100000 0.24612398 Mac
365 365000.00000000 1000000 0.00100000 0.24730918 Mac
366 366000.00000000 1000000 0.00100000 0.24887252 Mac
367 367000.00000000 1000000 0.00100000 0.25386070 Mac
368 368000.00000000 1000000 0.00100000 0.25858968 Mac
369 369000.00000000 1000000 0.00100000 0.25420558 Mac
370 370000.00000000 1000000 0.00100000 0.25528952 Mac
371 371000.00000000 1000000 0.00100000 0.25785163 Mac
372 372000.00000000 1000000 0.00100000 0.25639992 Mac
373 373000.00000000 1000000 0.00100000 0.25331558 Mac
374 374000.00000000 1000000 0.00100000 0.24727967 Mac
375 375000.00000000 1000000 0.00100000 0.27347200 Mac
376 376000.00000000 1000000 0.00100000 0.25971195 Mac
377 377000.00000000 1000000 0.00100000 0.25026277 Mac
378 378000.00000000 1000000 0.00100000 0.25587382 Mac
379 379000.00000000 1000000 0.00100000 0.25656278 Mac
380 380000.00000000 1000000 0.00100000 0.24990117 Mac
381 381000.00000000 1000000 0.00100000 0.25540558 Mac
382 382000.00000000 1000000 0.00100000 0.27383992 Mac
383 383000.00000000 1000000 0.00100000 0.25942425 Mac
384 384000.00000000 1000000 0.00100000 0.26069893 Mac
385 385000.00000000 1000000 0.00100000 0.26217398 Mac
386 386000.00000000 1000000 0.00100000 0.25853802 Mac
387 387000.00000000 1000000 0.00100000 0.25976758 Mac
388 388000.00000000 1000000 0.00100000 0.25783273 Mac
389 389000.00000000 1000000 0.00100000 0.26201832 Mac
390 390000.00000000 1000000 0.00100000 0.25837348 Mac
391 391000.00000000 1000000 0.00100000 0.25960973 Mac
392 392000.00000000 1000000 0.00100000 0.25307920 Mac
393 393000.00000000 1000000 0.00100000 0.25337195 Mac
394 394000.00000000 1000000 0.00100000 0.26018467 Mac
395 395000.00000000 1000000 0.00100000 0.26149832 Mac
396 396000.00000000 1000000 0.00100000 0.25995502 Mac
397 397000.00000000 1000000 0.00100000 0.27283198 Mac
398 398000.00000000 1000000 0.00100000 0.26294973 Mac
399 399000.00000000 1000000 0.00100000 0.26435670 Mac
400 400000.00000000 1000000 0.00100000 0.26800508 Mac
401 401000.00000000 1000000 0.00100000 0.26602958 Mac
402 402000.00000000 1000000 0.00100000 0.26052118 Mac
403 403000.00000000 1000000 0.00100000 0.25792905 Mac
404 404000.00000000 1000000 0.00100000 0.25817628 Mac
405 405000.00000000 1000000 0.00100000 0.26149072 Mac
406 406000.00000000 1000000 0.00100000 0.26030745 Mac
407 407000.00000000 1000000 0.00100000 0.25767850 Mac
408 408000.00000000 1000000 0.00100000 0.25267300 Mac
409 409000.00000000 1000000 0.00100000 0.25508763 Mac
410 410000.00000000 1000000 0.00100000 0.25812900 Mac
411 411000.00000000 1000000 0.00100000 0.26710703 Mac
412 412000.00000000 1000000 0.00100000 0.25436275 Mac
413 413000.00000000 1000000 0.00100000 0.25869312 Mac
414 414000.00000000 1000000 0.00100000 0.24988510 Mac
415 415000.00000000 1000000 0.00100000 0.24522447 Mac
416 416000.00000000 1000000 0.00100000 0.24429300 Mac
417 417000.00000000 1000000 0.00100000 0.24392682 Mac
418 418000.00000000 1000000 0.00100000 0.24050022 Mac
419 419000.00000000 1000000 0.00100000 0.24508157 Mac
420 420000.00000000 1000000 0.00100000 0.24897873 Mac
421 421000.00000000 1000000 0.00100000 0.25053912 Mac
422 422000.00000000 1000000 0.00100000 0.25137740 Mac
423 423000.00000000 1000000 0.00100000 0.25413480 Mac
424 424000.00000000 1000000 0.00100000 0.25139720 Mac
425 425000.00000000 1000000 0.00100000 0.25436813 Mac
426 426000.00000000 1000000 0.00100000 0.24571253 Mac
427 427000.00000000 1000000 0.00100000 0.23975180 Mac
428 428000.00000000 1000000 0.00100000 0.23390743 Mac
429 429000.00000000 1000000 0.00100000 0.23439473 Mac
430 430000.00000000 1000000 0.00100000 0.23966727 Mac
431 431000.00000000 1000000 0.00100000 0.24037082 Mac
432 432000.00000000 1000000 0.00100000 0.23972840 Mac
433 433000.00000000 1000000 0.00100000 0.24381060 Mac
434 434000.00000000 1000000 0.00100000 0.24575673 Mac
435 435000.00000000 1000000 0.00100000 0.24678607 Mac
436 436000.00000000 1000000 0.00100000 0.24657932 Mac
437 437000.00000000 1000000 0.00100000 0.24182260 Mac
438 438000.00000000 1000000 0.00100000 0.23778833 Mac
439 439000.00000000 1000000 0.00100000 0.23976752 Mac
440 440000.00000000 1000000 0.00100000 0.23471662 Mac
441 441000.00000000 1000000 0.00100000 0.23202780 Mac
442 442000.00000000 1000000 0.00100000 0.23102735 Mac
443 443000.00000000 1000000 0.00100000 0.23666908 Mac
444 444000.00000000 1000000 0.00100000 0.23830292 Mac
445 445000.00000000 1000000 0.00100000 0.24273013 Mac
446 446000.00000000 1000000 0.00100000 0.23408178 Mac
447 447000.00000000 1000000 0.00100000 0.23731532 Mac
448 448000.00000000 1000000 0.00100000 0.23656450 Mac
449 449000.00000000 1000000 0.00100000 0.23909222 Mac
450 450000.00000000 1000000 0.00100000 0.23671033 Mac
451 451000.00000000 1000000 0.00100000 0.24237285 Mac
452 452000.00000000 1000000 0.00100000 0.24374167 Mac
453 453000.00000000 1000000 0.00100000 0.24523805 Mac
454 454000.00000000 1000000 0.00100000 0.24480345 Mac
455 455000.00000000 1000000 0.00100000 0.24762388 Mac
456 456000.00000000 1000000 0.00100000 0.23914932 Mac
457 457000.00000000 1000000 0.00100000 0.24103873 Mac
458 458000.00000000 1000000 0.00100000 0.23995178 Mac
459 459000.00000000 1000000 0.00100000 0.24208710 Mac
460 460000.00000000 1000000 0.00100000 0.24120177 Mac
461 461000.00000000 1000000 0.00100000 0.23089605 Mac
462 462000.00000000 1000000 0.00100000 0.23083623 Mac
463 463000.00000000 1000000 0.00100000 0.23815668 Mac
464 464000.00000000 1000000 0.00100000 0.24165943 Mac
465 465000.00000000 1000000 0.00100000 0.24112363 Mac
466 466000.00000000 1000000 0.00100000 0.24461315 Mac
467 467000.00000000 1000000 0.00100000 0.24787803 Mac
468 468000.00000000 1000000 0.00100000 0.24593143 Mac
469 469000.00000000 1000000 0.00100000 0.24776143 Mac
470 470000.00000000 1000000 0.00100000 0.24632613 Mac
471 471000.00000000 1000000 0.00100000 0.24253758 Mac
472 472000.00000000 1000000 0.00100000 0.23928815 Mac
473 473000.00000000 1000000 0.00100000 0.24189305 Mac
474 474000.00000000 1000000 0.00100000 0.25048298 Mac
475 475000.00000000 1000000 0.00100000 0.24840310 Mac
476 476000.00000000 1000000 0.00100000 0.24650282 Mac
477 477000.00000000 1000000 0.00100000 0.24489565 Mac
478 478000.00000000 1000000 0.00100000 0.24268250 Mac
